pair,timeframe,strategy,family,rr,trail_trigger,trail_step,trades,wins,winrate,net_pnl,pnl_per_day,days_ge_20,active_days
USDJPYm,3m,ema_cross_13_34,indicator,2.0,2.0,1.0,12,8,66.67,6.97,0.58,0,12
USDJPYm,3m,ema_cross_5_50,indicator,2.0,2.0,1.0,12,8,66.67,6.97,0.58,0,12
USDJPYm,3m,sma_cross_5_50,indicator,2.0,2.0,1.0,12,8,66.67,6.97,0.58,0,12
USDJPYm,3m,ema_cross_8_20,indicator,2.0,2.0,1.0,12,8,66.67,6.97,0.58,0,12
USDJPYm,3m,sma_cross_8_20,indicator,2.0,2.0,1.0,12,8,66.67,6.97,0.58,0,12
USDJPYm,3m,rsi_trend_35_65,regime,2.0,2.0,1.0,12,8,66.67,6.91,0.58,0,12
USDJPYm,3m,rsi_trend_40_60,regime,2.0,2.0,1.0,12,8,66.67,6.95,0.58,0,12
USDJPYm,3m,z_break_0.8,volatility,2.0,2.0,1.0,12,8,66.67,6.97,0.58,0,12
USDJPYm,3m,z_break_1.0,volatility,2.0,2.0,1.0,12,8,66.67,6.97,0.58,0,12
USDJPYm,3m,z_break_1.2,volatility,2.0,2.0,1.0,12,8,66.67,6.95,0.58,0,12
