pair,timeframe,strategy,direction,entry_ts,exit_ts,entry,exit,qty,pnl,reason
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-23 19:40:00,2026-02-23 20:00:00,12.29491,12.29435,5.0,-0.02741,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-24 03:05:00,2026-02-24 03:10:00,12.30791,12.2565,5.0,-0.2816,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-24 03:15:00,2026-02-24 03:35:00,12.26395,12.2626,5.0,-0.03128,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-24 05:25:00,2026-02-24 06:00:00,12.11777,12.14727,5.0,0.12325,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-24 12:20:00,2026-02-24 12:50:00,12.27136,12.23629,5.0,0.15085,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-24 14:15:00,2026-02-24 14:25:00,12.32628,12.32318,5.0,-0.00915,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-24 14:50:00,2026-02-24 15:15:00,12.3835,12.40112,5.0,-0.11286,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-24 21:05:00,2026-02-24 21:15:00,12.43899,12.4349,5.0,-0.0453,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-24 21:20:00,2026-02-24 21:25:00,12.41212,12.40991,5.0,-0.03589,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-24 21:30:00,2026-02-24 22:00:00,12.39595,12.46095,5.0,0.30014,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-25 01:15:00,2026-02-25 01:20:00,12.67278,12.75406,5.0,-0.43182,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-25 01:25:00,2026-02-25 01:35:00,12.74892,12.76687,5.0,-0.11527,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-25 05:35:00,2026-02-25 05:40:00,12.50823,12.46313,5.0,-0.25048,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-25 05:45:00,2026-02-25 06:05:00,12.46031,12.52531,5.0,0.30001,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-25 08:40:00,2026-02-25 08:45:00,12.58897,12.61056,5.0,-0.13314,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-25 08:55:00,2026-02-25 09:00:00,12.63653,12.65003,5.0,-0.09279,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-25 09:05:00,2026-02-25 09:10:00,12.65262,12.65412,5.0,-0.03282,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-25 11:40:00,2026-02-25 12:00:00,12.66604,12.63735,5.0,0.11814,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-25 12:20:00,2026-02-25 12:30:00,12.67209,12.69749,5.0,-0.15238,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-25 12:35:00,2026-02-25 12:45:00,12.69979,12.70442,5.0,-0.04855,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-25 12:50:00,2026-02-25 13:00:00,12.73555,12.76692,5.0,-0.18237,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-25 13:50:00,2026-02-25 13:55:00,12.84381,12.77881,5.0,0.29938,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-25 22:55:00,2026-02-25 23:00:00,13.18148,13.20508,5.0,0.0916,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-26 12:45:00,2026-02-26 13:10:00,13.11854,13.14976,5.0,0.12983,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-26 14:50:00,2026-02-26 14:55:00,13.02157,13.11238,5.0,0.42789,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-26 15:20:00,2026-02-26 15:30:00,12.97989,12.97928,5.0,-0.02903,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-26 19:05:00,2026-02-26 19:10:00,13.06264,13.05207,5.0,0.02674,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-27 00:20:00,2026-02-27 00:35:00,12.96738,12.96437,5.0,-0.04097,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-27 04:05:00,2026-02-27 04:10:00,13.07753,13.08705,5.0,-0.07378,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-27 04:15:00,2026-02-27 04:50:00,13.09991,13.0837,5.0,0.05484,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-27 08:10:00,2026-02-27 08:15:00,13.12337,13.1257,5.0,-0.03792,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-27 10:15:00,2026-02-27 10:20:00,12.92203,12.90454,5.0,-0.11326,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-27 16:50:00,2026-02-27 17:10:00,12.50871,12.51941,5.0,0.02845,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-27 21:55:00,2026-02-27 22:20:00,12.3899,12.40602,5.0,0.05582,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-27 22:35:00,2026-02-27 22:40:00,12.30923,12.37423,5.0,0.30032,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-28 06:20:00,2026-02-28 06:25:00,12.30271,12.2702,5.0,-0.18712,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-28 06:30:00,2026-02-28 06:35:00,12.23058,12.16145,5.0,-0.37002,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-28 06:40:00,2026-02-28 06:45:00,12.08081,12.08161,5.0,-0.02016,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-02-28 06:55:00,2026-02-28 07:20:00,12.00751,12.02851,5.0,0.08095,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-28 10:35:00,2026-02-28 11:00:00,12.12306,12.12834,5.0,-0.05063,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-28 13:50:00,2026-02-28 13:55:00,12.21877,12.26877,5.0,-0.27449,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-28 14:00:00,2026-02-28 14:10:00,12.3303,12.32174,5.0,0.01815,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-28 18:00:00,2026-02-28 18:30:00,12.39054,12.36431,5.0,0.1064,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-28 18:40:00,2026-02-28 18:50:00,12.44665,12.46219,5.0,-0.10261,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-28 18:55:00,2026-02-28 19:10:00,12.49801,12.46325,5.0,0.14882,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-28 19:40:00,2026-02-28 19:50:00,12.61374,12.61118,5.0,-0.01242,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-02-28 22:40:00,2026-02-28 22:45:00,12.78806,12.78901,5.0,-0.03032,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-01 01:20:00,2026-03-01 01:30:00,12.54064,12.60671,5.0,0.30522,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-01 02:05:00,2026-03-01 02:15:00,12.8837,12.88477,5.0,-0.03111,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-01 06:20:00,2026-03-01 06:30:00,12.68502,12.6836,5.0,-0.03245,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-01 08:55:00,2026-03-01 09:00:00,12.59874,12.58221,5.0,-0.10785,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-01 12:35:00,2026-03-01 12:45:00,12.55659,12.57765,5.0,0.08018,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-01 13:55:00,2026-03-01 14:00:00,12.71883,12.71138,5.0,0.0118,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-01 16:50:00,2026-03-01 17:10:00,12.51842,12.5023,5.0,-0.10562,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-01 20:15:00,2026-03-01 20:25:00,12.39788,12.38065,5.0,-0.11093,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-02 06:05:00,2026-03-02 06:15:00,12.40837,12.36698,5.0,-0.23172,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-02 06:20:00,2026-03-02 06:35:00,12.31512,12.30097,5.0,-0.09537,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-02 07:10:00,2026-03-02 07:15:00,12.15946,12.11926,5.0,-0.2253,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-02 14:35:00,2026-03-02 14:40:00,12.45541,12.45754,5.0,-0.03555,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-02 14:45:00,2026-03-02 14:50:00,12.45226,12.5475,5.0,-0.5012,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-02 14:55:00,2026-03-02 15:00:00,12.54308,12.64225,5.0,-0.52105,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-02 15:15:00,2026-03-02 15:20:00,12.82728,12.90577,5.0,-0.41816,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-02 23:35:00,2026-03-02 23:50:00,12.90502,12.88747,5.0,-0.11357,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-03 06:15:00,2026-03-03 06:25:00,12.84313,12.77127,5.0,0.33369,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-03 08:45:00,2026-03-03 08:50:00,12.68737,12.63737,5.0,-0.27532,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-03 08:55:00,2026-03-03 09:15:00,12.65187,12.64819,5.0,-0.04371,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-03 11:10:00,2026-03-03 11:20:00,12.94536,12.87989,5.0,0.30154,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-03 11:30:00,2026-03-03 12:00:00,13.03268,13.05633,5.0,-0.14432,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-03 14:25:00,2026-03-03 14:30:00,13.09904,13.07897,5.0,0.07418,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-03 14:55:00,2026-03-03 15:10:00,13.22168,13.26797,5.0,-0.25796,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-04 05:55:00,2026-03-04 06:00:00,13.24853,13.24766,5.0,-0.02214,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-04 08:10:00,2026-03-04 08:15:00,13.53252,13.43967,5.0,0.43729,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-04 08:50:00,2026-03-04 08:55:00,13.62145,13.69781,5.0,-0.40911,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-04 09:00:00,2026-03-04 09:05:00,13.74135,13.75762,5.0,-0.10883,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-04 14:35:00,2026-03-04 14:40:00,13.98349,13.88099,5.0,0.48465,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-04 15:30:00,2026-03-04 15:45:00,14.15568,14.16628,5.0,-0.08134,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-04 19:20:00,2026-03-04 19:35:00,14.43178,14.39262,5.0,0.16699,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-04 21:00:00,2026-03-04 21:30:00,14.2216,14.22057,5.0,-0.03357,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-04 22:55:00,2026-03-04 23:00:00,14.13968,14.12446,5.0,-0.10436,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-04 23:05:00,2026-03-04 23:20:00,14.10463,14.10529,5.0,-0.02492,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-05 02:35:00,2026-03-05 02:50:00,13.97581,13.97477,5.0,-0.03313,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-05 04:45:00,2026-03-05 05:20:00,14.09339,14.02839,5.0,0.29688,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-05 07:55:00,2026-03-05 08:15:00,13.91767,13.98267,5.0,0.2971,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-05 10:35:00,2026-03-05 11:00:00,14.26285,14.1774,5.0,0.39879,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-05 15:30:00,2026-03-05 15:45:00,14.01582,14.03869,5.0,0.08628,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-05 23:45:00,2026-03-06 00:00:00,13.8993,13.9643,5.0,0.29714,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-06 01:30:00,2026-03-06 01:50:00,13.85449,13.86988,5.0,0.04924,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-06 04:45:00,2026-03-06 05:05:00,13.7397,13.74608,5.0,0.00441,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-06 07:05:00,2026-03-06 07:20:00,13.84172,13.82241,5.0,0.0689,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-06 12:10:00,2026-03-06 12:30:00,13.72966,13.74589,5.0,0.05368,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-06 14:10:00,2026-03-06 14:30:00,13.49578,13.48532,5.0,-0.0793,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-06 17:35:00,2026-03-06 18:25:00,13.22636,13.26379,5.0,0.16068,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-07 03:15:00,2026-03-07 03:40:00,13.23887,13.17387,5.0,0.29859,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-07 04:05:00,2026-03-07 04:35:00,13.12285,13.13451,5.0,0.03205,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-07 06:55:00,2026-03-07 07:00:00,13.08149,13.0646,5.0,-0.1106,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-07 07:05:00,2026-03-07 07:35:00,13.05709,13.07659,5.0,0.07138,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-07 11:15:00,2026-03-07 12:00:00,13.17456,13.15231,5.0,0.08492,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-07 14:10:00,2026-03-07 14:35:00,13.08277,13.14777,5.0,0.29877,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-07 18:05:00,2026-03-07 18:25:00,13.06568,13.06118,5.0,-0.04865,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-08 01:35:00,2026-03-08 01:55:00,12.96332,13.00254,5.0,0.17011,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-08 02:55:00,2026-03-08 03:30:00,12.94598,12.93576,5.0,-0.07701,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-08 04:55:00,2026-03-08 05:10:00,12.87127,12.93627,5.0,0.29919,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-08 09:15:00,2026-03-08 10:00:00,13.09565,13.09094,5.0,-0.00263,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-08 12:15:00,2026-03-08 12:25:00,12.95599,13.02145,5.0,0.30133,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-08 16:35:00,2026-03-08 16:45:00,12.92874,12.9307,5.0,-0.01607,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-08 22:05:00,2026-03-08 22:10:00,12.72506,12.74179,5.0,0.0582,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-09 03:15:00,2026-03-09 03:25:00,13.25643,13.16326,5.0,0.43944,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-09 08:30:00,2026-03-09 08:45:00,13.31133,13.31723,5.0,-0.05614,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-09 12:40:00,2026-03-09 12:50:00,13.3554,13.35957,5.0,-0.04757,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-09 13:15:00,2026-03-09 13:25:00,13.43908,13.42744,5.0,0.03134,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-09 13:30:00,2026-03-09 13:40:00,13.49428,13.51018,5.0,-0.1065,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-09 13:45:00,2026-03-09 13:55:00,13.6353,13.60838,5.0,0.10737,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-09 22:55:00,2026-03-09 23:10:00,13.34451,13.32548,5.0,-0.12184,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-10 02:50:00,2026-03-10 03:20:00,13.62273,13.58623,5.0,0.15527,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-10 07:25:00,2026-03-10 07:45:00,13.64264,13.57017,5.0,0.33515,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-10 13:35:00,2026-03-10 13:40:00,13.47616,13.42226,5.0,-0.29641,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-10 13:45:00,2026-03-10 13:55:00,13.42037,13.43929,5.0,0.06776,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-10 17:40:00,2026-03-10 18:05:00,13.51416,13.53972,5.0,0.10073,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-11 04:55:00,2026-03-11 05:30:00,13.49291,13.45163,5.0,0.17945,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-11 12:05:00,2026-03-11 12:30:00,13.3203,13.35128,5.0,0.12822,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-11 13:15:00,2026-03-11 13:20:00,13.48806,13.54423,5.0,-0.30787,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-11 13:25:00,2026-03-11 13:30:00,13.56431,13.58354,5.0,-0.12332,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-11 13:35:00,2026-03-11 13:40:00,13.66232,13.73464,5.0,-0.38898,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-12 01:05:00,2026-03-12 01:20:00,13.56262,13.5459,5.0,-0.11072,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-12 06:40:00,2026-03-12 06:50:00,13.44377,13.43025,5.0,-0.09445,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-12 09:45:00,2026-03-12 09:55:00,13.54901,13.48401,5.0,0.29797,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-12 10:40:00,2026-03-12 10:45:00,13.58677,13.60269,5.0,-0.1068,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-12 14:40:00,2026-03-12 15:10:00,13.52108,13.61016,5.0,0.41828,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-12 15:30:00,2026-03-12 15:35:00,13.70171,13.73789,5.0,-0.20832,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-12 15:40:00,2026-03-12 16:05:00,13.74797,13.66416,5.0,0.39165,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-12 22:20:00,2026-03-12 22:40:00,13.7806,13.76338,5.0,-0.11366,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-13 00:15:00,2026-03-13 00:20:00,13.92519,13.97519,5.0,-0.2779,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-13 00:25:00,2026-03-13 00:30:00,14.00528,14.035,5.0,-0.17666,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-13 00:35:00,2026-03-13 00:45:00,14.07689,13.97953,5.0,0.45873,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-13 07:20:00,2026-03-13 07:40:00,14.07353,14.05207,5.0,0.07915,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-13 10:20:00,2026-03-13 10:30:00,14.23215,14.22298,5.0,0.01742,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-13 13:20:00,2026-03-13 13:30:00,14.32831,14.32701,5.0,-0.02217,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-13 22:05:00,2026-03-13 22:15:00,14.10201,14.08879,5.0,-0.09428,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-14 00:45:00,2026-03-14 01:10:00,14.05441,14.07673,5.0,0.08344,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-14 03:35:00,2026-03-14 04:00:00,14.16684,14.16485,5.0,-0.01839,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-14 06:40:00,2026-03-14 07:20:00,14.05056,14.06514,5.0,0.04477,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-14 09:50:00,2026-03-14 10:15:00,14.03353,14.03737,5.0,-0.00885,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-14 13:20:00,2026-03-14 13:55:00,14.12153,14.11472,5.0,0.00582,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-14 20:45:00,2026-03-14 21:15:00,14.10699,14.08039,5.0,0.10481,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-14 23:10:00,2026-03-14 23:20:00,14.14305,14.13962,5.0,-0.01115,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-14 23:40:00,2026-03-14 23:55:00,14.17877,14.18744,5.0,-0.07174,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-15 02:50:00,2026-03-15 03:30:00,14.26004,14.19504,5.0,0.29654,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-15 09:05:00,2026-03-15 09:15:00,14.31129,14.31565,5.0,-0.0504,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-15 12:45:00,2026-03-15 13:05:00,14.2564,14.25527,5.0,-0.03418,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-15 13:10:00,2026-03-15 13:15:00,14.22214,14.21456,5.0,-0.06634,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-15 13:20:00,2026-03-15 13:30:00,14.2075,14.2276,5.0,0.07205,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-15 17:55:00,2026-03-15 18:30:00,14.32936,14.29767,5.0,0.12983,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-15 21:40:00,2026-03-15 21:45:00,14.35703,14.37797,5.0,-0.13342,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-15 23:05:00,2026-03-15 23:20:00,14.56694,14.6118,5.0,-0.25349,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-16 03:35:00,2026-03-16 03:40:00,14.70246,14.76849,5.0,-0.35963,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-16 08:45:00,2026-03-16 08:50:00,14.6159,14.60753,5.0,-0.07108,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-16 13:35:00,2026-03-16 13:40:00,14.7755,14.81483,5.0,-0.22626,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-16 14:40:00,2026-03-16 14:55:00,14.61362,14.71805,5.0,0.49284,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-16 21:05:00,2026-03-16 21:15:00,14.86964,14.86271,5.0,0.00493,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-17 00:15:00,2026-03-17 00:20:00,15.0567,14.97171,5.0,0.39492,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-17 01:15:00,2026-03-17 01:50:00,15.13278,15.02679,5.0,0.49981,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-17 10:10:00,2026-03-17 10:15:00,14.72625,14.70148,5.0,-0.15328,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-17 14:55:00,2026-03-17 15:00:00,14.82933,14.88563,5.0,-0.3112,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-17 15:05:00,2026-03-17 15:10:00,14.88985,14.80997,5.0,0.3697,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,-1,2026-03-17 17:45:00,2026-03-17 18:10:00,14.89397,14.91499,5.0,-0.13492,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-17 22:40:00,2026-03-17 22:55:00,14.79983,14.86483,5.0,0.29534,target
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-18 05:30:00,2026-03-18 05:35:00,14.84182,14.81509,5.0,-0.16329,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-18 05:45:00,2026-03-18 05:50:00,14.80259,14.78883,5.0,-0.09837,stop/trail
BTCXAUm,5m,S19_bb_rsi_both_30_2p6,1,2026-03-18 05:55:00,2026-03-18 06:15:00,14.76579,14.79312,5.0,0.10709,stop/trail
