time,open,high,low,close,tick_volume,spread,real_volume
2025-12-31 20:00:00,20.26548,20.29323,20.26293,20.28921,67,1015,0
2025-12-31 20:03:00,20.28932,20.29389,20.25314,20.26207,60,1018,0
2025-12-31 20:06:00,20.2603,20.26923,20.25806,20.26161,45,1016,0
2025-12-31 20:09:00,20.26475,20.26638,20.24557,20.24557,44,1017,0
2025-12-31 20:12:00,20.24516,20.249,20.23321,20.24814,47,1014,0
2025-12-31 20:15:00,20.24939,20.25395,20.23609,20.23609,46,1015,0
2025-12-31 20:18:00,20.23533,20.23533,20.21735,20.22275,39,1014,0
2025-12-31 20:21:00,20.2239,20.24368,20.21963,20.23094,47,1017,0
2025-12-31 20:24:00,20.23123,20.24009,20.22035,20.22808,45,1017,0
2025-12-31 20:27:00,20.22804,20.23923,20.22162,20.23584,50,1015,0
2025-12-31 20:30:00,20.23775,20.23775,20.20307,20.20307,53,1014,0
2025-12-31 20:33:00,20.20358,20.20392,20.18639,20.19851,48,1017,0
2025-12-31 20:36:00,20.19532,20.1955,20.17326,20.18174,60,1018,0
2025-12-31 20:39:00,20.18254,20.192,20.15805,20.17687,60,1019,0
2025-12-31 20:42:00,20.17565,20.20017,20.15928,20.19588,67,1015,0
2025-12-31 20:45:00,20.19317,20.21571,20.18799,20.21025,52,1015,0
2025-12-31 20:48:00,20.20992,20.22345,20.20445,20.22277,54,1018,0
2025-12-31 20:51:00,20.22388,20.27251,20.22322,20.26911,63,1018,0
2025-12-31 20:54:00,20.26649,20.28515,20.25604,20.28515,79,1021,0
2025-12-31 20:57:00,20.28218,20.30476,20.27544,20.28163,80,1021,0
2025-12-31 21:00:00,20.28438,20.31666,20.28428,20.30989,60,1021,0
2025-12-31 21:03:00,20.30633,20.31944,20.29627,20.31531,52,1023,0
2025-12-31 21:06:00,20.31208,20.32743,20.30363,20.30363,41,1021,0
2025-12-31 21:09:00,20.30544,20.30623,20.2952,20.302,49,640,0
2025-12-31 21:12:00,20.30211,20.30944,20.29685,20.30736,40,640,0
2025-12-31 21:15:00,20.30714,20.31504,20.30429,20.3143,42,640,0
2025-12-31 21:18:00,20.31576,20.3318,20.31576,20.32366,53,641,0
2025-12-31 21:21:00,20.32415,20.33973,20.32367,20.33973,44,641,0
2025-12-31 21:24:00,20.33862,20.33958,20.32537,20.33352,43,641,0
2025-12-31 21:27:00,20.33205,20.33343,20.32451,20.32514,39,641,0
2025-12-31 21:30:00,20.32419,20.32886,20.3223,20.3223,43,641,0
2025-12-31 21:33:00,20.32098,20.32846,20.32025,20.32483,41,641,0
2025-12-31 21:36:00,20.3232,20.3249,20.31344,20.31986,46,640,0
2025-12-31 21:39:00,20.32149,20.32636,20.31105,20.31185,48,640,0
2025-12-31 21:42:00,20.31364,20.31898,20.30962,20.3162,38,640,0
2025-12-31 21:45:00,20.31444,20.3188,20.31076,20.31703,39,640,0
2025-12-31 21:48:00,20.31675,20.32387,20.30803,20.31079,50,640,0
2025-12-31 21:51:00,20.31129,20.32132,20.30937,20.31128,46,640,0
2025-12-31 21:54:00,20.31206,20.31541,20.29707,20.29805,48,640,0
2025-12-31 21:57:00,20.2969,20.29714,20.28742,20.29346,36,640,0
2025-12-31 22:00:00,20.29172,20.29273,20.2863,20.29234,28,640,0
2025-12-31 22:03:00,20.29234,20.2953,20.28959,20.29332,27,640,0
2025-12-31 22:06:00,20.29322,20.29322,20.28782,20.28786,29,640,0
2025-12-31 22:09:00,20.28791,20.29532,20.28659,20.29232,31,640,0
2025-12-31 22:12:00,20.2923,20.30256,20.29223,20.30256,26,640,0
2025-12-31 22:15:00,20.30314,20.30478,20.29482,20.30467,31,640,0
2025-12-31 22:18:00,20.30463,20.3058,20.29796,20.29971,22,640,0
2025-12-31 22:21:00,20.29979,20.30664,20.29979,20.30426,26,640,0
2025-12-31 22:24:00,20.30425,20.31491,20.30416,20.31118,22,640,0
2025-12-31 22:27:00,20.31116,20.31357,20.30763,20.30765,27,640,0
2025-12-31 22:30:00,20.30769,20.30876,20.29983,20.30241,31,640,0
2025-12-31 22:33:00,20.3024,20.3024,20.28131,20.29252,31,639,0
2025-12-31 22:36:00,20.29245,20.29606,20.28865,20.29149,31,640,0
2025-12-31 22:39:00,20.29153,20.29156,20.27683,20.27683,26,639,0
2025-12-31 22:42:00,20.27687,20.28185,20.26881,20.27991,40,639,0
2025-12-31 22:45:00,20.27993,20.28349,20.27848,20.27848,26,639,0
2025-12-31 22:48:00,20.27838,20.28483,20.2719,20.28272,31,639,0
2025-12-31 22:51:00,20.28455,20.28934,20.2769,20.2769,34,639,0
2025-12-31 22:54:00,20.27482,20.2795,20.2598,20.27496,41,639,0
2025-12-31 22:57:00,20.27503,20.28131,20.26822,20.27924,39,639,0
2025-12-31 23:00:00,20.27685,20.28023,20.27064,20.2739,35,639,0
2025-12-31 23:03:00,20.2733,20.27392,20.26401,20.26594,42,639,0
2025-12-31 23:06:00,20.26475,20.2719,20.26086,20.27179,30,639,0
2025-12-31 23:09:00,20.27171,20.27362,20.26262,20.26922,27,639,0
2025-12-31 23:12:00,20.27065,20.27292,20.2682,20.2682,21,639,0
2025-12-31 23:15:00,20.26827,20.26864,20.26561,20.26712,24,639,0
2025-12-31 23:18:00,20.26712,20.26852,20.25975,20.26357,31,639,0
2025-12-31 23:21:00,20.26124,20.26569,20.25294,20.26391,34,639,0
2025-12-31 23:24:00,20.26171,20.27088,20.26171,20.26667,26,639,0
2025-12-31 23:27:00,20.26486,20.26716,20.26361,20.26712,27,639,0
2025-12-31 23:30:00,20.26828,20.2699,20.26633,20.26684,25,639,0
2025-12-31 23:33:00,20.26683,20.26683,20.2636,20.26515,24,639,0
2025-12-31 23:36:00,20.26514,20.26514,20.2583,20.25836,23,639,0
2025-12-31 23:39:00,20.25843,20.26903,20.25843,20.26737,28,639,0
2025-12-31 23:42:00,20.26733,20.26842,20.26626,20.26626,20,639,0
2025-12-31 23:45:00,20.26626,20.26626,20.26064,20.26617,29,639,0
2025-12-31 23:48:00,20.27106,20.27106,20.26761,20.26832,25,639,0
2025-12-31 23:51:00,20.26793,20.26793,20.25535,20.25843,25,639,0
2025-12-31 23:54:00,20.25843,20.26136,20.25843,20.26132,15,639,0
2025-12-31 23:57:00,20.26134,20.26351,20.25698,20.25923,30,639,0
2026-01-01 00:00:00,20.25925,20.26974,20.25618,20.26586,37,639,0
2026-01-01 00:03:00,20.26582,20.29832,20.26572,20.28258,40,639,0
2026-01-01 00:06:00,20.2824,20.28865,20.27178,20.28379,37,639,0
2026-01-01 00:09:00,20.28612,20.28944,20.28238,20.28462,32,639,0
2026-01-01 00:12:00,20.28457,20.2848,20.27784,20.27784,23,639,0
2026-01-01 00:15:00,20.27787,20.28468,20.27787,20.28107,31,639,0
2026-01-01 00:18:00,20.28106,20.2873,20.28105,20.28299,23,639,0
2026-01-01 00:21:00,20.28297,20.28708,20.28295,20.28427,25,639,0
2026-01-01 00:24:00,20.28425,20.28736,20.28272,20.28296,26,639,0
2026-01-01 00:27:00,20.28434,20.28728,20.28392,20.28701,27,639,0
2026-01-01 00:30:00,20.28697,20.28774,20.28005,20.28571,30,639,0
2026-01-01 00:33:00,20.28566,20.28566,20.27941,20.27958,28,639,0
2026-01-01 00:36:00,20.27967,20.28223,20.27633,20.28223,23,639,0
2026-01-01 00:39:00,20.28224,20.28278,20.27787,20.28109,25,639,0
2026-01-01 00:42:00,20.28294,20.28373,20.27932,20.28117,27,639,0
2026-01-01 00:45:00,20.28121,20.28275,20.28075,20.28075,23,639,0
2026-01-01 00:48:00,20.28074,20.2965,20.28072,20.29209,34,639,0
2026-01-01 00:51:00,20.29283,20.30055,20.29283,20.29737,25,640,0
2026-01-01 00:54:00,20.29743,20.30134,20.2935,20.3012,25,640,0
2026-01-01 00:57:00,20.30263,20.30414,20.29309,20.2932,25,640,0
2026-01-01 01:00:00,20.29646,20.305039999999998,20.29646,20.30495,23,640,0
2026-01-01 01:03:00,20.30493,20.30885,20.30364,20.30872,29,640,0
2026-01-01 01:06:00,20.30868,20.32776,20.30662,20.32615,37,640,0
2026-01-01 01:09:00,20.32567,20.34174,20.32302,20.33943,32,640,0
2026-01-01 01:12:00,20.33723,20.34225,20.33336,20.33826,33,640,0
2026-01-01 01:15:00,20.33674,20.35106,20.32879,20.32879,46,640,0
2026-01-01 01:18:00,20.32818,20.33745,20.31838,20.32854,40,640,0
2026-01-01 01:21:00,20.32884,20.33186,20.32045,20.32264,31,640,0
2026-01-01 01:24:00,20.32801,20.32801,20.31948,20.32135,26,640,0
2026-01-01 01:27:00,20.3214,20.32144,20.30928,20.31078,29,640,0
2026-01-01 01:30:00,20.30995,20.31795,20.30995,20.31513,31,640,0
2026-01-01 01:33:00,20.31391,20.31737,20.3109,20.31532,27,640,0
2026-01-01 01:36:00,20.31521,20.31521,20.30144,20.30558,29,640,0
2026-01-01 01:39:00,20.30732,20.31389,20.30358,20.3138,30,640,0
2026-01-01 01:42:00,20.31403,20.31549,20.31058,20.31367,29,640,0
2026-01-01 01:45:00,20.31365,20.32213,20.30953,20.31901,32,640,0
2026-01-01 01:48:00,20.31896,20.32643,20.31621,20.31678,27,640,0
2026-01-01 01:51:00,20.31682,20.33227,20.31682,20.32991,27,640,0
2026-01-01 01:54:00,20.32949,20.34103,20.32931,20.33926,31,640,0
2026-01-01 01:57:00,20.33924,20.33924,20.32581,20.32588,34,640,0
2026-01-01 02:00:00,20.32596,20.32667,20.31517,20.319,27,640,0
2026-01-01 02:03:00,20.31761,20.33686,20.31761,20.33683,29,640,0
2026-01-01 02:06:00,20.3379,20.34327,20.33714,20.3388,29,640,0
2026-01-01 02:09:00,20.34076,20.34578,20.33831,20.34095,30,640,0
2026-01-01 02:12:00,20.34096,20.34096,20.33364,20.33803,22,640,0
2026-01-01 02:15:00,20.339,20.36064,20.33477,20.36064,45,640,0
2026-01-01 02:18:00,20.35863,20.35863,20.33826,20.34398,35,640,0
2026-01-01 02:21:00,20.34207,20.34207,20.33053,20.33155,31,640,0
2026-01-01 02:24:00,20.3316,20.33164,20.32751,20.33104,23,640,0
2026-01-01 02:27:00,20.33102,20.33102,20.32464,20.32842,30,640,0
2026-01-01 02:30:00,20.32838,20.34598,20.32591,20.34598,36,640,0
2026-01-01 02:33:00,20.34651,20.35247,20.33186,20.33195,43,640,0
2026-01-01 02:36:00,20.33199,20.33251,20.32652,20.33251,30,640,0
2026-01-01 02:39:00,20.33264,20.34178,20.32902,20.32902,35,640,0
2026-01-01 02:42:00,20.32912,20.33138,20.32649,20.33041,29,640,0
2026-01-01 02:45:00,20.33045,20.33196,20.32492,20.33127,28,640,0
2026-01-01 02:48:00,20.3312,20.3312,20.31782,20.31909,27,640,0
2026-01-01 02:51:00,20.31908,20.31989,20.31319,20.31469,28,640,0
2026-01-01 02:54:00,20.31471,20.32143,20.31336,20.32029,27,640,0
2026-01-01 02:57:00,20.31886,20.32917,20.31823,20.31829,28,640,0
2026-01-01 03:00:00,20.31824,20.31824,20.31278,20.31489,23,640,0
2026-01-01 03:03:00,20.31485,20.32405,20.31127,20.32094,35,640,0
2026-01-01 03:06:00,20.3209,20.32614,20.3162,20.31654,37,640,0
2026-01-01 03:09:00,20.31835,20.32726,20.31835,20.32352,25,640,0
2026-01-01 03:12:00,20.32183,20.33724,20.32085,20.33496,30,640,0
2026-01-01 03:15:00,20.33397,20.33813,20.33035,20.33797,26,640,0
2026-01-01 03:18:00,20.33792,20.34397,20.33792,20.34121,25,640,0
2026-01-01 03:21:00,20.34082,20.34082,20.32346,20.32346,26,640,0
2026-01-01 03:24:00,20.32273,20.32318,20.31473,20.32159,36,640,0
2026-01-01 03:27:00,20.32155,20.3257,20.3203,20.3203,29,640,0
2026-01-01 03:30:00,20.32028,20.32161,20.31463,20.32161,22,640,0
2026-01-01 03:33:00,20.32234,20.32262,20.31746,20.32242,23,640,0
2026-01-01 03:36:00,20.32263,20.32736,20.321,20.32221,25,640,0
2026-01-01 03:39:00,20.32227,20.32819,20.32227,20.32806,21,640,0
2026-01-01 03:42:00,20.32804,20.32804,20.32133,20.32371,21,640,0
2026-01-01 03:45:00,20.32373,20.32375,20.31458,20.31914,23,640,0
2026-01-01 03:48:00,20.31919,20.3193,20.31518,20.31523,21,640,0
